phn1_cls	phn1_acnt	phn1_type	phn1_num	phn1_snum	phn1_acnt	phn2_cls	phn2_acnt	phn2_type	phn2_num	phn2_snum	phn2_acnt	w1_text	w1_prom	w1_ip	w1_IP	w2_text	w2_prom	w2_ip	w2_IP	modification
discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete
s	0	c	1	1	False	fn	0	o	0	1	False	got	True	13	1	that	False	14	2	P
fn	0	o	0	1	False	v	1	n	1	1	False	that	False	14	2	that	False	14	2	P
v	1	n	1	1	False	s	0	c	1	1	False	that	False	14	2	that	False	14	2	P
v	1	n	1	1	False	s	0	c	1	1	False	that	False	14	2	that	False	14	2	P
s	0	c	1	1	False	n	0	o	0	1	False	that	False	14	2	now	True	15	1	M
s	0	c	1	1	False	n	0	o	0	1	False	that	False	14	2	now	True	15	1	P
n	0	o	0	1	False	v	1	n	1	1	True	now	True	15	1	now	True	15	1	P
v	1	n	1	1	True	g	0	o	0	1	False	now	True	15	1	you're	False	16	1	P
g	0	o	0	1	False	v	1	n	1	1	False	you're	False	16	1	you're	False	16	1	D
v	1	n	1	1	False	g	0	c	1	1	False	you're	False	16	1	you're	False	16	1	P
g	0	c	1	1	False	s	0	o	0	1	False	you're	False	16	1	gonna	False	17	1	D
g	0	c	1	1	False	s	0	o	0	1	False	you're	False	16	1	gonna	False	17	1	P
s	0	o	0	1	False	v	1	n	1	1	False	gonna	False	17	1	gonna	False	17	1	P
v	1	n	1	1	False	n	0	a	1	1	False	gonna	False	17	1	gonna	False	17	1	P
v	1	n	1	1	False	n	0	a	1	1	False	gonna	False	17	1	gonna	False	17	1	P
n	0	a	1	1	False	v	0	n	2	1	False	gonna	False	17	1	gonna	False	17	1	P
v	0	n	2	1	False	g	0	o	0	1	False	gonna	False	17	1	ride	True	18	2	P
g	0	o	0	1	False	v	1	n	1	1	True	ride	True	18	2	ride	True	18	2	D
v	1	n	1	1	True	s	0	c	1	1	False	ride	True	18	2	ride	True	18	2	P
v	1	n	1	1	True	s	0	c	1	1	False	ride	True	18	2	ride	True	18	2	M
s	0	c	1	1	False	v	0	n	1	1	False	ride	True	18	2	along	True	19	3	M
v	0	n	1	1	False	g	0	a	1	1	False	along	True	19	3	along	True	19	3	P
g	0	a	1	1	False	v	1	n	2	1	True	along	True	19	3	along	True	19	3	D
v	1	n	2	1	True	n	0	c	2	1	False	along	True	19	3	along	True	19	3	P
v	1	n	2	1	True	n	0	c	2	1	False	along	True	19	3	along	True	19	3	P
n	0	c	2	1	False	fn	0	o	0	1	False	along	True	19	3	the	False	20	4	P
n	0	c	2	1	False	fn	0	o	0	1	False	along	True	19	3	the	False	20	4	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	20	4	the	False	20	4	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	20	4	coast	True	21	5	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	20	4	coast	True	21	5	P
s	0	o	0	1	False	v	1	n	1	1	True	coast	True	21	5	coast	True	21	5	P
v	1	n	1	1	True	fs	0	c	1	1	False	coast	True	21	5	coast	True	21	5	P
v	1	n	1	1	True	fs	0	c	1	1	False	coast	True	21	5	coast	True	21	5	P
v	1	n	1	1	True	fs	0	c	1	1	False	coast	True	21	5	coast	True	21	5	D
fs	0	c	1	1	False	s	0	c	1	2	False	coast	True	21	5	coast	True	21	5	P
fs	0	c	1	1	False	s	0	c	1	2	False	coast	True	21	5	coast	True	21	5	D
fs	0	c	1	1	False	s	0	c	1	2	False	coast	True	21	5	coast	True	21	5	D
s	0	c	1	2	False	v	1	n	1	1	False	coast	True	21	5	of	False	22	6	M
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	22	6	of	False	22	6	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	22	6	of	False	22	6	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	22	6	the	False	23	7	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	22	6	the	False	23	7	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	23	7	the	False	23	7	P
v	0	n	1	1	False	g	0	o	0	1	False	the	False	23	7	lake	True	24	8	P
g	0	o	0	1	False	v	1	n	1	1	True	lake	True	24	8	lake	True	24	8	D
v	1	n	1	1	True	s	0	c	1	1	False	lake	True	24	8	lake	True	24	8	P
v	1	n	1	1	True	s	0	c	1	1	False	lake	True	24	8	lake	True	24	8	P
s	0	c	1	1	False	s	0	o	0	1	False	lake	True	24	8	to	True	25	1	P
s	0	c	1	1	False	s	0	o	0	1	False	lake	True	24	8	to	True	25	1	M
s	0	o	0	1	False	v	1	n	1	1	True	to	True	25	1	to	True	25	1	P
v	1	n	1	1	True	fn	0	o	0	1	False	to	True	25	1	the	False	26	1	P
v	1	n	1	1	True	fn	0	o	0	1	False	to	True	25	1	the	False	26	1	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	26	1	the	False	26	1	P
v	0	n	1	1	False	g	0	o	0	1	False	the	False	26	1	right	True	27	2	P
g	0	o	0	1	False	v	1	n	1	1	True	right	True	27	2	right	True	27	2	D
v	1	n	1	1	True	s	0	c	1	1	False	right	True	27	2	right	True	27	2	P
v	1	n	1	1	True	s	0	c	1	1	False	right	True	27	2	right	True	27	2	P
s	0	c	1	1	False	#	0		0	0	False	right	True	27	2	<OS>	False	-1	-1	M
g	0	o	0	1	False	v	1	n	1	1	True	where	True	28	3	where	True	28	3	D
v	1	n	1	1	True	g	0	c	1	1	False	where	True	28	3	where	True	28	3	P
g	0	c	1	1	False	g	0	o	0	1	False	where	True	28	3	you	False	29	4	D
g	0	o	0	1	False	v	1	n	1	1	False	you	False	29	4	you	False	29	4	D
v	1	n	1	1	False	s	0	o	0	1	False	you	False	29	4	come	True	30	5	P
v	1	n	1	1	False	s	0	o	0	1	False	you	False	29	4	come	True	30	5	P
s	0	o	0	1	False	v	1	n	1	1	True	come	True	30	5	come	True	30	5	P
v	1	n	1	1	True	n	0	c	1	1	False	come	True	30	5	come	True	30	5	P
v	1	n	1	1	True	n	0	c	1	1	False	come	True	30	5	come	True	30	5	P
n	0	c	1	1	False	s	0	o	0	1	False	come	True	30	5	to	True	31	6	P
n	0	c	1	1	False	s	0	o	0	1	False	come	True	30	5	to	True	31	6	P
s	0	o	0	1	False	v	1	n	1	1	True	to	True	31	6	to	True	31	6	P
v	1	n	1	1	True	v	1	n	1	1	False	to	True	31	6	is	False	1	7	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	1	7	is	False	1	7	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	1	7	is	False	1	7	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	1	7	is	False	1	7	D
fs	0	c	1	1	False	fn	0	o	0	1	False	is	False	1	7	there	True	2	8	P
fs	0	c	1	1	False	fn	0	o	0	1	False	is	False	1	7	there	True	2	8	D
fs	0	c	1	1	False	fn	0	o	0	1	False	is	False	1	7	there	True	2	8	P
fn	0	o	0	1	False	v	1	n	1	1	True	there	True	2	8	there	True	2	8	P
v	1	n	1	1	True	g	0	c	1	1	False	there	True	2	8	there	True	2	8	P
g	0	c	1	1	False	g	0	o	0	1	False	there	True	2	8	like	False	3	9	D
g	0	o	0	1	False	v	1	n	1	1	False	like	False	3	9	like	False	3	9	D
v	1	n	1	1	False	s	0	c	1	1	False	like	False	3	9	like	False	3	9	P
v	1	n	1	1	False	s	0	c	1	1	False	like	False	3	9	like	False	3	9	P
s	0	c	1	1	False	v	0	n	1	1	False	like	False	3	9	a	False	4	10	P
v	0	n	1	1	False	g	0	o	0	1	False	a	False	4	10	little	True	5	11	P
g	0	o	0	1	False	v	1	n	1	1	True	little	True	5	11	little	True	5	11	D
v	1	n	1	1	True	s	0	a	1	1	False	little	True	5	11	little	True	5	11	P
v	1	n	1	1	True	s	0	a	1	1	False	little	True	5	11	little	True	5	11	M
s	0	a	1	1	False	v	0	n	2	1	False	little	True	5	11	little	True	5	11	M
v	0	n	2	1	False	g	0	c	2	1	False	little	True	5	11	little	True	5	11	P
g	0	c	2	1	False	s	0	o	0	1	False	little	True	5	11	teeny	True	1	12	D
g	0	c	2	1	False	s	0	o	0	1	False	little	True	5	11	teeny	True	1	12	P
s	0	o	0	1	False	v	1	n	1	1	True	teeny	True	1	12	teeny	True	1	12	P
v	1	n	1	1	True	n	0	a	1	1	False	teeny	True	1	12	teeny	True	1	12	P
v	1	n	1	1	True	n	0	a	1	1	False	teeny	True	1	12	teeny	True	1	12	P
n	0	a	1	1	False	v	0	n	2	1	False	teeny	True	1	12	teeny	True	1	12	P
v	0	n	2	1	False	s	0	o	0	1	False	teeny	True	1	12	teeny	True	2	13	P
v	0	n	2	1	False	s	0	o	0	1	False	teeny	True	1	12	teeny	True	2	13	P
s	0	o	0	1	False	v	1	n	1	1	True	teeny	True	2	13	teeny	True	2	13	P
v	1	n	1	1	True	n	0	a	1	1	False	teeny	True	2	13	teeny	True	2	13	P
v	1	n	1	1	True	n	0	a	1	1	False	teeny	True	2	13	teeny	True	2	13	P
n	0	a	1	1	False	v	0	n	2	1	False	teeny	True	2	13	teeny	True	2	13	P
v	0	n	2	1	False	s	0	o	0	1	False	teeny	True	2	13	teeny	True	3	14	P
v	0	n	2	1	False	s	0	o	0	1	False	teeny	True	2	13	teeny	True	3	14	P
s	0	o	0	1	False	v	1	n	1	1	True	teeny	True	3	14	teeny	True	3	14	P
v	1	n	1	1	True	n	0	a	1	1	False	teeny	True	3	14	teeny	True	3	14	P
v	1	n	1	1	True	n	0	a	1	1	False	teeny	True	3	14	teeny	True	3	14	P
n	0	a	1	1	False	v	0	n	2	1	False	teeny	True	3	14	teeny	True	3	14	P
v	0	n	2	1	False	s	0	o	0	1	False	teeny	True	3	14	peak	True	4	15	P
v	0	n	2	1	False	s	0	o	0	1	False	teeny	True	3	14	peak	True	4	15	P
s	0	o	0	1	False	v	1	n	1	1	True	peak	True	4	15	peak	True	4	15	P
v	1	n	1	1	True	s	0	c	1	1	False	peak	True	4	15	peak	True	4	15	P
v	1	n	1	1	True	s	0	c	1	1	False	peak	True	4	15	peak	True	4	15	P
s	0	c	1	1	False	#	0		0	0	False	peak	True	4	15	<OS>	False	-1	-1	P
v	1	n	1	1	False	g	0	a	1	1	False	almost	True	5	1	almost	True	5	1	P
g	0	a	1	1	False	n	0	a	1	2	False	almost	True	5	1	almost	True	5	1	D
g	0	a	1	1	False	n	0	a	1	2	False	almost	True	5	1	almost	True	5	1	P
n	0	a	1	2	False	v	2	n	2	1	True	almost	True	5	1	almost	True	5	1	P
v	2	n	2	1	True	fs	0	c	2	1	False	almost	True	5	1	almost	True	5	1	P
v	2	n	2	1	True	fs	0	c	2	1	False	almost	True	5	1	almost	True	5	1	P
v	2	n	2	1	True	fs	0	c	2	1	False	almost	True	5	1	almost	True	5	1	D
fs	0	c	2	1	False	s	0	c	2	2	False	almost	True	5	1	almost	True	5	1	P
fs	0	c	2	1	False	s	0	c	2	2	False	almost	True	5	1	almost	True	5	1	D
fs	0	c	2	1	False	s	0	c	2	2	False	almost	True	5	1	almost	True	5	1	D
s	0	c	2	2	False	#	0		0	0	False	almost	True	5	1	<OS>	False	-1	-1	M
g	0	o	0	1	False	v	1	n	1	1	True	yeah	True	6	2	yeah	True	6	2	D
v	1	n	1	1	True	s	0	o	0	1	False	yeah	True	6	2	kay	True	7	1	P
v	1	n	1	1	True	s	0	o	0	1	False	yeah	True	6	2	kay	True	7	1	M
s	0	o	0	1	False	v	1	n	1	1	True	kay	True	7	1	kay	True	7	1	P
v	1	n	1	1	True	g	0	o	0	1	False	kay	True	7	1	you're	False	8	1	P
g	0	o	0	1	False	v	1	n	1	1	False	you're	False	8	1	you're	False	8	1	D
v	1	n	1	1	False	g	0	c	1	1	False	you're	False	8	1	you're	False	8	1	P
g	0	c	1	1	False	s	0	o	0	1	False	you're	False	8	1	gonna	False	1	2	D
g	0	c	1	1	False	s	0	o	0	1	False	you're	False	8	1	gonna	False	1	2	P
s	0	o	0	1	False	v	1	n	1	1	False	gonna	False	1	2	gonna	False	1	2	P
v	1	n	1	1	False	n	0	a	1	1	False	gonna	False	1	2	gonna	False	1	2	P
v	1	n	1	1	False	n	0	a	1	1	False	gonna	False	1	2	gonna	False	1	2	M
n	0	a	1	1	False	v	0	n	2	1	False	gonna	False	1	2	gonna	False	1	2	M
v	0	n	2	1	False	fs	0	o	0	1	False	gonna	False	1	2	st-	False	2	3	P
v	0	n	2	1	False	fs	0	o	0	1	False	gonna	False	1	2	st-	False	2	3	P
v	0	n	2	1	False	fs	0	o	0	1	False	gonna	False	1	2	st-	False	2	3	D
fs	0	o	0	1	False	s	0	o	0	2	False	st-	False	2	3	st-	False	2	3	P
fs	0	o	0	1	False	s	0	o	0	2	False	st-	False	2	3	st-	False	2	3	D
fs	0	o	0	1	False	s	0	o	0	2	False	st-	False	2	3	st-	False	2	3	D
s	0	o	0	2	False	g	0	o	0	1	False	st-	False	2	3	right	True	3	4	D
g	0	o	0	1	False	v	1	n	1	1	True	right	True	3	4	right	True	3	4	D
v	1	n	1	1	True	s	0	c	1	1	False	right	True	3	4	right	True	3	4	P
v	1	n	1	1	True	s	0	c	1	1	False	right	True	3	4	right	True	3	4	P
s	0	c	1	1	False	fn	0	o	0	1	False	right	True	3	4	there	True	4	5	P
s	0	c	1	1	False	fn	0	o	0	1	False	right	True	3	4	there	True	4	5	P
fn	0	o	0	1	False	v	1	n	1	1	True	there	True	4	5	there	True	4	5	P
v	1	n	1	1	True	g	0	c	1	1	False	there	True	4	5	there	True	4	5	P
g	0	c	1	1	False	s	0	o	0	1	False	there	True	4	5	do	False	5	6	D
g	0	c	1	1	False	s	0	o	0	1	False	there	True	4	5	do	False	5	6	P
s	0	o	0	1	False	v	1	n	1	1	False	do	False	5	6	do	False	5	6	P
v	1	n	1	1	False	g	0	o	0	1	False	do	False	5	6	you	True	6	1	M
g	0	o	0	1	False	v	1	n	1	1	False	you	True	6	1	you	True	6	1	D
v	1	n	1	1	False	g	0	o	0	1	False	you	True	6	1	have	False	7	2	P
g	0	o	0	1	False	v	1	n	1	1	False	have	False	7	2	have	False	7	2	D
v	1	n	1	1	False	fu	0	c	1	1	False	have	False	7	2	have	False	7	2	M
v	1	n	1	1	False	fu	0	c	1	1	False	have	False	7	2	have	False	7	2	D
fu	0	c	1	1	False	v	0	n	1	1	False	have	False	7	2	a	False	8	3	P
v	0	n	1	1	False	s	0	o	0	1	False	a	False	8	3	peak	True	9	4	P
v	0	n	1	1	False	s	0	o	0	1	False	a	False	8	3	peak	True	9	4	P
s	0	o	0	1	False	v	1	n	1	1	True	peak	True	9	4	peak	True	9	4	P
v	1	n	1	1	True	s	0	c	1	1	False	peak	True	9	4	peak	True	9	4	P
v	1	n	1	1	True	s	0	c	1	1	False	peak	True	9	4	peak	True	9	4	P
s	0	c	1	1	False	n	0	o	0	1	False	peak	True	9	4	markerr	False	10	5	P
s	0	c	1	1	False	n	0	o	0	1	False	peak	True	9	4	markerr	False	10	5	P
n	0	o	0	1	False	v	1	n	1	1	False	markerr	False	10	5	markerr	False	10	5	P
v	1	n	1	1	False	g	0	a	1	1	False	markerr	False	10	5	markerr	False	10	5	P
g	0	a	1	1	False	s	0	a	1	2	False	markerr	False	10	5	markerr	False	10	5	D
g	0	a	1	1	False	s	0	a	1	2	False	markerr	False	10	5	markerr	False	10	5	P
s	0	a	1	2	False	v	0	n	2	1	False	markerr	False	10	5	markerr	False	10	5	P
v	0	n	2	1	False	#	0		0	0	False	markerr	False	10	5	<OS>	False	-1	-1	P
g	0	o	0	1	False	v	1	n	1	1	True	yeah	True	11	1	yeah	True	11	1	D
v	1	n	1	1	True	fn	0	o	0	1	False	yeah	True	11	1	that	False	12	1	P
v	1	n	1	1	True	fn	0	o	0	1	False	yeah	True	11	1	that	False	12	1	P
fn	0	o	0	1	False	v	1	n	1	1	False	that	False	12	1	that	False	12	1	P
v	1	n	1	1	False	s	0	c	1	1	False	that	False	12	1	that	False	12	1	P
v	1	n	1	1	False	s	0	c	1	1	False	that	False	12	1	that	False	12	1	M
s	0	c	1	1	False	v	1	n	1	1	True	that	False	12	1	it	True	13	2	M
v	1	n	1	1	True	s	0	c	1	1	False	it	True	13	2	it	True	13	2	P
v	1	n	1	1	True	s	0	c	1	1	False	it	True	13	2	it	True	13	2	P
s	0	c	1	1	False	fs	0	o	0	1	False	it	True	13	2	says	False	14	3	M
s	0	c	1	1	False	fs	0	o	0	1	False	it	True	13	2	says	False	14	3	P
s	0	c	1	1	False	fs	0	o	0	1	False	it	True	13	2	says	False	14	3	D
fs	0	o	0	1	False	v	1	n	1	1	False	says	False	14	3	says	False	14	3	P
fs	0	o	0	1	False	v	1	n	1	1	False	says	False	14	3	says	False	14	3	D
v	1	n	1	1	False	fs	0	c	1	1	False	says	False	14	3	says	False	14	3	P
v	1	n	1	1	False	fs	0	c	1	1	False	says	False	14	3	says	False	14	3	M
v	1	n	1	1	False	fs	0	c	1	1	False	says	False	14	3	says	False	14	3	D
fs	0	c	1	1	False	s	0	o	0	1	False	says	False	14	3	peak	True	15	4	M
fs	0	c	1	1	False	s	0	o	0	1	False	says	False	14	3	peak	True	15	4	D
fs	0	c	1	1	False	s	0	o	0	1	False	says	False	14	3	peak	True	15	4	D
s	0	o	0	1	False	v	1	n	1	1	True	peak	True	15	4	peak	True	15	4	P
v	1	n	1	1	True	s	0	c	1	1	False	peak	True	15	4	peak	True	15	4	P
v	1	n	1	1	True	s	0	c	1	1	False	peak	True	15	4	peak	True	15	4	P
s	0	c	1	1	False	n	0	o	0	1	False	peak	True	15	4	marker	False	16	5	M
s	0	c	1	1	False	n	0	o	0	1	False	peak	True	15	4	marker	False	16	5	P
n	0	o	0	1	False	v	1	n	1	1	False	marker	False	16	5	marker	False	16	5	P
v	1	n	1	1	False	g	0	a	1	1	False	marker	False	16	5	marker	False	16	5	P
g	0	a	1	1	False	s	0	a	1	2	False	marker	False	16	5	marker	False	16	5	D
g	0	a	1	1	False	s	0	a	1	2	False	marker	False	16	5	marker	False	16	5	P
s	0	a	1	2	False	v	0	n	2	1	False	marker	False	16	5	marker	False	16	5	P
v	0	n	2	1	False	g	0	o	0	1	False	marker	False	16	5	looks	True	17	1	P
g	0	o	0	1	False	v	1	n	1	1	True	looks	True	17	1	looks	True	17	1	D
v	1	n	1	1	True	s	0	c	1	1	False	looks	True	17	1	looks	True	17	1	P
v	1	n	1	1	True	s	0	c	1	1	False	looks	True	17	1	looks	True	17	1	P
s	0	c	1	1	False	fs	0	c	1	2	False	looks	True	17	1	looks	True	17	1	M
s	0	c	1	1	False	fs	0	c	1	2	False	looks	True	17	1	looks	True	17	1	P
s	0	c	1	1	False	fs	0	c	1	2	False	looks	True	17	1	looks	True	17	1	D
fs	0	c	1	2	False	g	0	o	0	1	False	looks	True	17	1	like	False	18	2	P
fs	0	c	1	2	False	g	0	o	0	1	False	looks	True	17	1	like	False	18	2	D
g	0	o	0	1	False	v	1	n	1	1	False	like	False	18	2	like	False	18	2	D
v	1	n	1	1	False	s	0	c	1	1	False	like	False	18	2	like	False	18	2	P
v	1	n	1	1	False	s	0	c	1	1	False	like	False	18	2	like	False	18	2	P
s	0	c	1	1	False	v	0	n	1	1	False	like	False	18	2	a	False	19	3	M
v	0	n	1	1	False	s	0	o	0	1	False	a	False	19	3	tombstone	True	20	4	P
v	0	n	1	1	False	s	0	o	0	1	False	a	False	19	3	tombstone	True	20	4	P
s	0	o	0	1	False	v	1	n	1	1	True	tombstone	True	20	4	tombstone	True	20	4	P
v	1	n	1	1	True	n	0	a	1	1	False	tombstone	True	20	4	tombstone	True	20	4	P
v	1	n	1	1	True	n	0	a	1	1	False	tombstone	True	20	4	tombstone	True	20	4	P
n	0	a	1	1	False	fs	0	a	1	2	False	tombstone	True	20	4	tombstone	True	20	4	P
n	0	a	1	1	False	fs	0	a	1	2	False	tombstone	True	20	4	tombstone	True	20	4	P
n	0	a	1	1	False	fs	0	a	1	2	False	tombstone	True	20	4	tombstone	True	20	4	D
fs	0	a	1	2	False	s	0	a	1	3	False	tombstone	True	20	4	tombstone	True	20	4	P
fs	0	a	1	2	False	s	0	a	1	3	False	tombstone	True	20	4	tombstone	True	20	4	D
fs	0	a	1	2	False	s	0	a	1	3	False	tombstone	True	20	4	tombstone	True	20	4	D
s	0	a	1	3	False	v	2	n	2	1	False	tombstone	True	20	4	tombstone	True	20	4	P
v	2	n	2	1	False	n	0	c	2	1	False	tombstone	True	20	4	tombstone	True	20	4	P
v	2	n	2	1	False	n	0	c	2	1	False	tombstone	True	20	4	tombstone	True	20	4	P
n	0	c	2	1	False	#	0		0	0	False	tombstone	True	20	4	<OS>	False	-1	-1	P
#	0		0	0	False	s	0	o	0	1	False	<OS>	False	-1	-1	do	False	21	5	P
s	0	o	0	1	False	v	1	n	1	1	False	do	False	21	5	do	False	21	5	P
v	1	n	1	1	False	g	0	o	0	1	False	do	False	21	5	you	True	22	6	M
g	0	o	0	1	False	v	1	n	1	1	True	you	True	22	6	you	True	22	6	D
v	1	n	1	1	True	g	0	o	0	1	False	you	True	22	6	have	False	23	7	P
g	0	o	0	1	False	v	1	n	1	1	False	have	False	23	7	have	False	23	7	D
v	1	n	1	1	False	fu	0	c	1	1	False	have	False	23	7	have	False	23	7	M
v	1	n	1	1	False	fu	0	c	1	1	False	have	False	23	7	have	False	23	7	P
fu	0	o	0	1	False	v	1	n	1	1	False	farmland	True	24	8	farmland	True	24	8	P
v	1	n	1	1	False	g	0	a	1	1	False	farmland	True	24	8	farmland	True	24	8	P
g	0	a	1	1	False	n	0	a	1	2	False	farmland	True	24	8	farmland	True	24	8	D
g	0	a	1	1	False	n	0	a	1	2	False	farmland	True	24	8	farmland	True	24	8	P
n	0	a	1	2	False	g	0	a	1	3	False	farmland	True	24	8	farmland	True	24	8	P
g	0	a	1	3	False	v	2	n	2	1	False	farmland	True	24	8	farmland	True	24	8	D
v	2	n	2	1	False	n	0	c	2	1	False	farmland	True	24	8	farmland	True	24	8	P
v	2	n	2	1	False	n	0	c	2	1	False	farmland	True	24	8	farmland	True	24	8	P
n	0	c	2	1	False	s	0	c	2	2	False	farmland	True	24	8	farmland	True	24	8	P
n	0	c	2	1	False	s	0	c	2	2	False	farmland	True	24	8	farmland	True	24	8	P
s	0	c	2	2	False	#	0		0	0	False	farmland	True	24	8	<OS>	False	-1	-1	P
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	25	1	okay	True	25	1	P
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	25	1	okay	True	25	1	M
s	0	a	1	1	False	v	1	n	2	1	False	okay	True	25	1	okay	True	25	1	M
v	1	n	2	1	False	#	0		0	0	False	okay	True	25	1	<OS>	False	-1	-1	P
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	1	2	okay	True	1	2	P
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	1	2	okay	True	1	2	P
s	0	a	1	1	False	v	1	n	2	1	False	okay	True	1	2	okay	True	1	2	P
v	1	n	2	1	False	fs	0	o	0	1	False	okay	True	1	2	so	True	1	3	P
v	1	n	2	1	False	fs	0	o	0	1	False	okay	True	1	2	so	True	1	3	P
v	1	n	2	1	False	fs	0	o	0	1	False	okay	True	1	2	so	True	1	3	D
fs	0	o	0	1	False	v	1	n	1	1	True	so	True	1	3	so	True	1	3	P
fs	0	o	0	1	False	v	1	n	1	1	True	so	True	1	3	so	True	1	3	D
v	1	n	1	1	True	fn	0	o	0	1	False	so	True	1	3	the	False	1	4	P
v	1	n	1	1	True	fn	0	o	0	1	False	so	True	1	3	the	False	1	4	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	1	4	the	False	1	4	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	1	4	peak	True	2	5	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	1	4	peak	True	2	5	P
s	0	o	0	1	False	v	1	n	1	1	True	peak	True	2	5	peak	True	2	5	P
v	1	n	1	1	True	s	0	c	1	1	False	peak	True	2	5	peak	True	2	5	P
v	1	n	1	1	True	s	0	c	1	1	False	peak	True	2	5	peak	True	2	5	P
s	0	c	1	1	False	n	0	o	0	1	False	peak	True	2	5	marker	False	3	6	P
s	0	c	1	1	False	n	0	o	0	1	False	peak	True	2	5	marker	False	3	6	P
n	0	o	0	1	False	v	1	n	1	1	False	marker	False	3	6	marker	False	3	6	P
v	1	n	1	1	False	g	0	a	1	1	False	marker	False	3	6	marker	False	3	6	P
g	0	a	1	1	False	s	0	a	1	2	False	marker	False	3	6	marker	False	3	6	D
g	0	a	1	1	False	s	0	a	1	2	False	marker	False	3	6	marker	False	3	6	P
s	0	a	1	2	False	v	0	n	2	1	False	marker	False	3	6	marker	False	3	6	P
v	0	n	2	1	False	v	1	n	1	1	False	marker	False	3	6	is	False	1	7	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	1	7	is	False	1	7	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	1	7	is	False	1	7	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	1	7	is	False	1	7	D
fs	0	c	1	1	False	s	0	o	0	1	False	is	False	1	7	below	True	1	8	P
fs	0	c	1	1	False	s	0	o	0	1	False	is	False	1	7	below	True	1	8	D
fs	0	c	1	1	False	s	0	o	0	1	False	is	False	1	7	below	True	1	8	D
s	0	o	0	1	False	v	0	n	1	1	False	below	True	1	8	below	True	1	8	P
v	0	n	1	1	False	g	0	a	1	1	False	below	True	1	8	below	True	1	8	P
g	0	a	1	1	False	v	1	n	2	1	True	below	True	1	8	below	True	1	8	D
v	1	n	2	1	True	fn	0	o	0	1	False	below	True	1	8	that	False	2	9	P
v	1	n	2	1	True	fn	0	o	0	1	False	below	True	1	8	that	False	2	9	P
fn	0	o	0	1	False	v	1	n	1	1	False	that	False	2	9	that	False	2	9	P
v	1	n	1	1	False	s	0	c	1	1	False	that	False	2	9	that	False	2	9	P
v	1	n	1	1	False	s	0	c	1	1	False	that	False	2	9	that	False	2	9	P
s	0	c	1	1	False	v	1	n	1	1	False	that	False	2	9	it's	False	3	1	M
v	1	n	1	1	False	s	0	c	1	1	False	it's	False	3	1	it's	False	3	1	P
v	1	n	1	1	False	s	0	c	1	1	False	it's	False	3	1	it's	False	3	1	P
s	0	c	1	1	False	fs	0	c	1	2	False	it's	False	3	1	it's	False	3	1	M
s	0	c	1	1	False	fs	0	c	1	2	False	it's	False	3	1	it's	False	3	1	P
s	0	c	1	1	False	fs	0	c	1	2	False	it's	False	3	1	it's	False	3	1	D
fs	0	c	1	2	False	g	0	o	0	1	False	it's	False	3	1	like	True	4	2	P
fs	0	c	1	2	False	g	0	o	0	1	False	it's	False	3	1	like	True	4	2	D
g	0	o	0	1	False	v	1	n	1	1	True	like	True	4	2	like	True	4	2	D
v	1	n	1	1	True	s	0	c	1	1	False	like	True	4	2	like	True	4	2	P
v	1	n	1	1	True	s	0	c	1	1	False	like	True	4	2	like	True	4	2	M
s	0	c	1	1	False	fn	0	o	0	1	False	like	True	4	2	three	True	5	3	M
s	0	c	1	1	False	fn	0	o	0	1	False	like	True	4	2	three	True	5	3	P
fn	0	o	0	1	False	g	0	o	0	2	False	three	True	5	3	three	True	5	3	P
g	0	o	0	2	False	v	1	n	1	1	True	three	True	5	3	three	True	5	3	D
v	1	n	1	1	True	v	1	n	1	1	False	three	True	5	3	inches	False	6	4	P
v	1	n	1	1	False	n	0	a	1	1	False	inches	False	6	4	inches	False	6	4	P
v	1	n	1	1	False	n	0	a	1	1	False	inches	False	6	4	inches	False	6	4	P
n	0	a	1	1	False	a	0	a	1	2	False	inches	False	6	4	inches	False	6	4	P
