phn1_cls	phn1_acnt	phn1_type	phn1_num	phn1_snum	phn1_acnt	phn2_cls	phn2_acnt	phn2_type	phn2_num	phn2_snum	phn2_acnt	w1_text	w1_prom	w1_ip	w1_IP	w2_text	w2_prom	w2_ip	w2_IP	modification
discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete
v	0	n	1	1	False	s	0	a	1	1	False	abandoned	True	7	2	abandoned	True	7	2	P
v	0	n	1	1	False	s	0	a	1	1	False	abandoned	True	7	2	abandoned	True	7	2	P
s	0	a	1	1	False	v	1	n	2	1	True	abandoned	True	7	2	abandoned	True	7	2	P
v	1	n	2	1	True	n	0	a	2	1	False	abandoned	True	7	2	abandoned	True	7	2	P
v	1	n	2	1	True	n	0	a	2	1	False	abandoned	True	7	2	abandoned	True	7	2	P
n	0	a	2	1	False	s	0	a	2	2	False	abandoned	True	7	2	abandoned	True	7	2	P
n	0	a	2	1	False	s	0	a	2	2	False	abandoned	True	7	2	abandoned	True	7	2	M
s	0	a	2	2	False	v	0	n	3	1	False	abandoned	True	7	2	abandoned	True	7	2	M
v	0	n	3	1	False	n	0	c	3	1	False	abandoned	True	7	2	abandoned	True	7	2	D
v	0	n	3	1	False	n	0	c	3	1	False	abandoned	True	7	2	abandoned	True	7	2	P
n	0	c	3	1	False	s	0	c	3	2	False	abandoned	True	7	2	abandoned	True	7	2	P
n	0	c	3	1	False	s	0	c	3	2	False	abandoned	True	7	2	abandoned	True	7	2	P
s	0	c	3	2	False	s	0	o	0	1	False	abandoned	True	7	2	cottage	True	8	3	M
s	0	c	3	2	False	s	0	o	0	1	False	abandoned	True	7	2	cottage	True	8	3	M
s	0	o	0	1	False	v	1	n	1	1	True	cottage	True	8	3	cottage	True	8	3	P
v	1	n	1	1	True	s	0	a	1	1	False	cottage	True	8	3	cottage	True	8	3	P
v	1	n	1	1	True	s	0	a	1	1	False	cottage	True	8	3	cottage	True	8	3	M
s	0	a	1	1	False	v	0	n	2	1	False	cottage	True	8	3	cottage	True	8	3	M
a	0	c	2	1	False	g	0	o	0	1	False	cottage	True	8	3	where's	True	9	4	P
g	0	o	0	1	False	v	1	n	1	1	True	where's	True	9	4	where's	True	9	4	P
v	1	n	1	1	True	g	0	c	1	1	False	where's	True	9	4	where's	True	9	4	P
g	0	c	1	1	False	fs	0	c	1	2	False	where's	True	9	4	where's	True	9	4	P
g	0	c	1	1	False	fs	0	c	1	2	False	where's	True	9	4	where's	True	9	4	D
g	0	c	1	1	False	fs	0	c	1	2	False	where's	True	9	4	where's	True	9	4	D
fs	0	c	1	2	False	g	0	o	0	1	False	where's	True	9	4	your	False	10	1	P
fs	0	c	1	2	False	g	0	o	0	1	False	where's	True	9	4	your	False	10	1	D
g	0	o	0	1	False	v	1	n	1	1	False	your	False	10	1	your	False	10	1	D
v	1	n	1	1	False	g	0	c	1	1	False	your	False	10	1	your	False	10	1	P
g	0	c	1	1	False	g	0	o	0	1	False	your	False	10	1	lake	True	11	2	P
g	0	o	0	1	False	v	1	n	1	1	True	lake	True	11	2	lake	True	11	2	D
v	1	n	1	1	True	s	0	c	1	1	False	lake	True	11	2	lake	True	11	2	P
v	1	n	1	1	True	s	0	c	1	1	False	lake	True	11	2	lake	True	11	2	P
s	0	c	1	1	False	n	0	o	0	1	False	lake	True	11	2	no	True	12	1	P
s	0	c	1	1	False	n	0	o	0	1	False	lake	True	11	2	no	True	12	1	P
n	0	o	0	1	False	v	1	n	1	1	True	no	True	12	1	no	True	12	1	P
v	1	n	1	1	True	fn	0	o	0	1	False	no	True	12	1	that's	False	13	1	P
v	1	n	1	1	True	fn	0	o	0	1	False	no	True	12	1	that's	False	13	1	P
fn	0	o	0	1	False	v	1	n	1	1	False	that's	False	13	1	that's	False	13	1	P
v	1	n	1	1	False	s	0	c	1	1	False	that's	False	13	1	that's	False	13	1	P
v	1	n	1	1	False	s	0	c	1	1	False	that's	False	13	1	that's	False	13	1	P
s	0	c	1	1	False	fs	0	c	1	2	False	that's	False	13	1	that's	False	13	1	M
s	0	c	1	1	False	fs	0	c	1	2	False	that's	False	13	1	that's	False	13	1	P
s	0	c	1	1	False	fs	0	c	1	2	False	that's	False	13	1	that's	False	13	1	D
fs	0	c	1	2	False	g	0	o	0	1	False	that's	False	13	1	way	True	1	2	P
fs	0	c	1	2	False	g	0	o	0	1	False	that's	False	13	1	way	True	1	2	D
g	0	o	0	1	False	v	1	n	1	1	True	way	True	1	2	way	True	1	2	P
v	1	n	1	1	True	s	0	o	0	1	False	way	True	1	2	too	False	2	3	P
v	1	n	1	1	True	s	0	o	0	1	False	way	True	1	2	too	False	2	3	P
s	0	o	0	1	False	v	1	n	1	1	False	too	False	2	3	too	False	2	3	P
v	1	n	1	1	False	g	0	o	0	1	False	too	False	2	3	high	True	3	4	P
g	0	o	0	1	False	v	1	n	1	1	True	high	True	3	4	high	True	3	4	P
v	1	n	1	1	True	v	1	n	1	1	True	high	True	3	4	up	True	4	5	P
v	1	n	1	1	True	s	0	c	1	1	False	up	True	4	5	up	True	4	5	P
v	1	n	1	1	True	s	0	c	1	1	False	up	True	4	5	up	True	4	5	P
s	0	c	1	1	False	n	0	o	0	1	False	up	True	4	5	move	True	5	1	M
s	0	c	1	1	False	n	0	o	0	1	False	up	True	4	5	move	True	5	1	P
n	0	o	0	1	False	v	1	n	1	1	True	move	True	5	1	move	True	5	1	P
v	1	n	1	1	True	fu	0	c	1	1	False	move	True	5	1	move	True	5	1	P
v	1	n	1	1	True	fu	0	c	1	1	False	move	True	5	1	move	True	5	1	P
fu	0	c	1	1	False	s	0	o	0	1	False	move	True	5	1	back	False	6	2	P
fu	0	c	1	1	False	s	0	o	0	1	False	move	True	5	1	back	False	6	2	D
s	0	o	0	1	False	v	1	n	1	1	False	back	False	6	2	back	False	6	2	P
v	1	n	1	1	False	s	0	c	1	1	False	back	False	6	2	back	False	6	2	P
v	1	n	1	1	False	s	0	c	1	1	False	back	False	6	2	back	False	6	2	P
s	0	c	1	1	False	s	0	o	0	1	False	back	False	6	2	down	True	7	3	M
s	0	c	1	1	False	s	0	o	0	1	False	back	False	6	2	down	True	7	3	M
s	0	o	0	1	False	v	1	n	1	1	True	down	True	7	3	down	True	7	3	P
v	1	n	1	1	True	n	0	c	1	1	False	down	True	7	3	down	True	7	3	P
v	1	n	1	1	True	n	0	c	1	1	False	down	True	7	3	down	True	7	3	P
n	0	c	1	1	False	v	0	n	1	1	False	down	True	7	3	a	False	8	4	P
v	0	n	1	1	False	g	0	o	0	1	False	a	False	8	4	little	False	9	5	M
g	0	o	0	1	False	v	1	n	1	1	False	little	False	9	5	little	False	9	5	P
v	1	n	1	1	False	s	0	a	1	1	False	little	False	9	5	little	False	9	5	P
v	1	n	1	1	False	s	0	a	1	1	False	little	False	9	5	little	False	9	5	M
s	0	a	1	1	False	v	0	n	2	1	False	little	False	9	5	little	False	9	5	M
v	0	n	2	1	False	g	0	c	2	1	False	little	False	9	5	little	False	9	5	P
g	0	c	2	1	False	fs	0	o	0	1	False	little	False	9	5	so	True	10	1	D
g	0	c	2	1	False	fs	0	o	0	1	False	little	False	9	5	so	True	10	1	P
g	0	c	2	1	False	fs	0	o	0	1	False	little	False	9	5	so	True	10	1	D
fs	0	o	0	1	False	v	1	n	1	1	True	so	True	10	1	so	True	10	1	P
fs	0	o	0	1	False	v	1	n	1	1	True	so	True	10	1	so	True	10	1	D
v	1	n	1	1	True	g	0	o	0	1	False	so	True	10	1	you're	False	11	1	P
g	0	o	0	1	False	v	1	n	1	1	False	you're	False	11	1	you're	False	11	1	P
v	1	n	1	1	False	g	0	c	1	1	False	you're	False	11	1	you're	False	11	1	P
g	0	c	1	1	False	fs	0	o	0	1	False	you're	False	11	1	skimming	True	12	2	P
g	0	c	1	1	False	fs	0	o	0	1	False	you're	False	11	1	skimming	True	12	2	P
g	0	c	1	1	False	fs	0	o	0	1	False	you're	False	11	1	skimming	True	12	2	D
fs	0	o	0	1	False	s	0	o	0	2	False	skimming	True	12	2	skimming	True	12	2	P
fs	0	o	0	1	False	s	0	o	0	2	False	skimming	True	12	2	skimming	True	12	2	D
fs	0	o	0	1	False	s	0	o	0	2	False	skimming	True	12	2	skimming	True	12	2	D
s	0	o	0	2	False	v	1	n	1	1	True	skimming	True	12	2	skimming	True	12	2	P
v	1	n	1	1	True	n	0	a	1	1	False	skimming	True	12	2	skimming	True	12	2	P
v	1	n	1	1	True	n	0	a	1	1	False	skimming	True	12	2	skimming	True	12	2	P
n	0	a	1	1	False	v	0	n	2	1	False	skimming	True	12	2	skimming	True	12	2	P
v	0	n	2	1	False	n	0	c	2	1	False	skimming	True	12	2	skimming	True	12	2	P
v	0	n	2	1	False	n	0	c	2	1	False	skimming	True	12	2	skimming	True	12	2	P
n	0	c	2	1	False	fn	0	o	0	1	False	skimming	True	12	2	the	False	13	1	P
n	0	c	2	1	False	fn	0	o	0	1	False	skimming	True	12	2	the	False	13	1	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	13	1	the	False	13	1	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	13	1	top	True	14	2	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	13	1	top	True	14	2	P
s	0	o	0	1	False	v	1	n	1	1	True	top	True	14	2	top	True	14	2	P
v	1	n	1	1	True	s	0	c	1	1	False	top	True	14	2	top	True	14	2	P
v	1	n	1	1	True	s	0	c	1	1	False	top	True	14	2	top	True	14	2	P
s	0	c	1	1	False	v	1	n	1	1	False	top	True	14	2	of	False	15	3	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	15	3	of	False	15	3	M
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	15	3	of	False	15	3	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	15	3	the	False	16	4	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	15	3	the	False	16	4	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	16	4	the	False	16	4	P
v	0	n	1	1	False	v	0	n	1	1	False	the	False	16	4	abandoned	True	17	5	P
v	0	n	1	1	False	s	0	a	1	1	False	abandoned	True	17	5	abandoned	True	17	5	M
v	0	n	1	1	False	s	0	a	1	1	False	abandoned	True	17	5	abandoned	True	17	5	P
s	0	a	1	1	False	v	1	n	2	1	True	abandoned	True	17	5	abandoned	True	17	5	P
v	1	n	2	1	True	n	0	a	2	1	False	abandoned	True	17	5	abandoned	True	17	5	P
v	1	n	2	1	True	n	0	a	2	1	False	abandoned	True	17	5	abandoned	True	17	5	P
n	0	a	2	1	False	s	0	a	2	2	False	abandoned	True	17	5	abandoned	True	17	5	P
n	0	a	2	1	False	s	0	a	2	2	False	abandoned	True	17	5	abandoned	True	17	5	M
s	0	a	2	2	False	v	0	n	3	1	False	abandoned	True	17	5	abandoned	True	17	5	M
v	0	n	3	1	False	n	0	c	3	1	False	abandoned	True	17	5	abandoned	True	17	5	P
v	0	n	3	1	False	n	0	c	3	1	False	abandoned	True	17	5	abandoned	True	17	5	P
n	0	c	3	1	False	s	0	c	3	2	False	abandoned	True	17	5	abandoned	True	17	5	P
n	0	c	3	1	False	s	0	c	3	2	False	abandoned	True	17	5	abandoned	True	17	5	P
s	0	c	3	2	False	s	0	o	0	1	False	abandoned	True	17	5	cottage	True	18	6	M
s	0	c	3	2	False	s	0	o	0	1	False	abandoned	True	17	5	cottage	True	18	6	M
s	0	o	0	1	False	v	1	n	1	1	True	cottage	True	18	6	cottage	True	18	6	P
v	1	n	1	1	True	s	0	a	1	1	False	cottage	True	18	6	cottage	True	18	6	P
v	1	n	1	1	True	s	0	a	1	1	False	cottage	True	18	6	cottage	True	18	6	M
s	0	a	1	1	False	v	0	n	2	1	False	cottage	True	18	6	cottage	True	18	6	M
a	0	c	2	1	False	v	2	n	1	1	False	cottage	True	18	6	okay	True	19	1	P
v	2	n	1	1	False	s	0	a	1	1	False	okay	True	19	1	okay	True	19	1	P
v	2	n	1	1	False	s	0	a	1	1	False	okay	True	19	1	okay	True	19	1	P
s	0	a	1	1	False	v	1	n	2	1	True	okay	True	19	1	okay	True	19	1	P
v	1	n	2	1	True	n	0	o	0	1	False	okay	True	19	1	now	True	20	1	P
v	1	n	2	1	True	n	0	o	0	1	False	okay	True	19	1	now	True	20	1	P
n	0	o	0	1	False	v	1	n	1	1	True	now	True	20	1	now	True	20	1	P
v	1	n	1	1	True	s	0	o	0	1	False	now	True	20	1	to	False	21	1	P
v	1	n	1	1	True	s	0	o	0	1	False	now	True	20	1	to	False	21	1	M
s	0	o	0	1	False	v	1	n	1	1	False	to	False	21	1	to	False	21	1	M
v	1	n	1	1	False	fn	0	o	0	1	False	to	False	21	1	the	False	22	2	P
v	1	n	1	1	False	fn	0	o	0	1	False	to	False	21	1	the	False	22	2	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	22	2	the	False	22	2	P
v	0	n	1	1	False	g	0	o	0	1	False	the	False	22	2	left	True	23	3	P
g	0	o	0	1	False	v	1	n	1	1	True	left	True	23	3	left	True	23	3	P
v	1	n	1	1	True	fu	0	c	1	1	False	left	True	23	3	left	True	23	3	P
v	1	n	1	1	True	fu	0	c	1	1	False	left	True	23	3	left	True	23	3	P
fu	0	c	1	1	False	s	0	c	1	2	False	left	True	23	3	left	True	23	3	P
fu	0	c	1	1	False	s	0	c	1	2	False	left	True	23	3	left	True	23	3	D
s	0	c	1	2	False	v	1	n	1	1	False	left	True	23	3	of	False	24	4	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	24	4	of	False	24	4	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	24	4	of	False	24	4	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	24	4	the	False	25	5	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	24	4	the	False	25	5	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	25	5	the	False	25	5	P
v	0	n	1	1	False	v	0	n	1	1	False	the	False	25	5	abandoned	True	26	6	P
v	0	n	1	1	False	s	0	a	1	1	False	abandoned	True	26	6	abandoned	True	26	6	M
v	0	n	1	1	False	s	0	a	1	1	False	abandoned	True	26	6	abandoned	True	26	6	P
s	0	a	1	1	False	v	1	n	2	1	True	abandoned	True	26	6	abandoned	True	26	6	P
v	1	n	2	1	True	n	0	a	2	1	False	abandoned	True	26	6	abandoned	True	26	6	P
v	1	n	2	1	True	n	0	a	2	1	False	abandoned	True	26	6	abandoned	True	26	6	P
n	0	a	2	1	False	s	0	a	2	2	False	abandoned	True	26	6	abandoned	True	26	6	P
n	0	a	2	1	False	s	0	a	2	2	False	abandoned	True	26	6	abandoned	True	26	6	M
s	0	a	2	2	False	v	0	n	3	1	False	abandoned	True	26	6	abandoned	True	26	6	M
v	0	n	3	1	False	n	0	c	3	1	False	abandoned	True	26	6	abandoned	True	26	6	P
v	0	n	3	1	False	n	0	c	3	1	False	abandoned	True	26	6	abandoned	True	26	6	P
n	0	c	3	1	False	s	0	c	3	2	False	abandoned	True	26	6	abandoned	True	26	6	P
n	0	c	3	1	False	s	0	c	3	2	False	abandoned	True	26	6	abandoned	True	26	6	P
s	0	c	3	2	False	s	0	o	0	1	False	abandoned	True	26	6	cottage	True	27	7	M
s	0	c	3	2	False	s	0	o	0	1	False	abandoned	True	26	6	cottage	True	27	7	M
s	0	o	0	1	False	v	1	n	1	1	True	cottage	True	27	7	cottage	True	27	7	P
v	1	n	1	1	True	s	0	a	1	1	False	cottage	True	27	7	cottage	True	27	7	P
v	1	n	1	1	True	s	0	a	1	1	False	cottage	True	27	7	cottage	True	27	7	P
s	0	a	1	1	False	v	0	n	2	1	False	cottage	True	27	7	cottage	True	27	7	P
a	0	c	2	1	False	s	0	o	0	1	False	cottage	True	27	7	do	False	1	8	P
a	0	c	2	1	False	s	0	o	0	1	False	cottage	True	27	7	do	False	1	8	P
s	0	o	0	1	False	v	1	n	1	1	True	do	False	1	8	do	False	1	8	P
v	1	n	1	1	True	g	0	o	0	1	False	do	False	1	8	you	True	2	9	P
g	0	o	0	1	False	v	1	n	1	1	False	you	True	2	9	you	True	2	9	D
v	1	n	1	1	False	g	0	o	0	1	False	you	True	2	9	have	False	3	10	P
g	0	o	0	1	False	v	1	n	1	1	False	have	False	3	10	have	False	3	10	D
v	1	n	1	1	False	fu	0	c	1	1	False	have	False	3	10	have	False	3	10	M
v	1	n	1	1	False	fu	0	c	1	1	False	have	False	3	10	have	False	3	10	P
fu	0	c	1	1	False	v	0	n	1	1	False	have	False	3	10	a	False	4	11	P
v	0	n	1	1	False	fu	0	o	0	1	False	a	False	4	11	fenced	True	5	12	P
v	0	n	1	1	False	fu	0	o	0	1	False	a	False	4	11	fenced	True	5	12	P
fu	0	o	0	1	False	v	1	n	1	1	True	fenced	True	5	12	fenced	True	5	12	P
v	1	n	1	1	True	n	0	c	1	1	False	fenced	True	5	12	fenced	True	5	12	P
v	1	n	1	1	True	n	0	c	1	1	False	fenced	True	5	12	fenced	True	5	12	P
n	0	c	1	1	False	fs	0	c	1	2	False	fenced	True	5	12	fenced	True	5	12	P
n	0	c	1	1	False	fs	0	c	1	2	False	fenced	True	5	12	fenced	True	5	12	P
n	0	c	1	1	False	fs	0	c	1	2	False	fenced	True	5	12	fenced	True	5	12	D
fs	0	c	1	2	False	s	0	c	1	3	False	fenced	True	5	12	fenced	True	5	12	P
fs	0	c	1	2	False	s	0	c	1	3	False	fenced	True	5	12	fenced	True	5	12	D
fs	0	c	1	2	False	s	0	c	1	3	False	fenced	True	5	12	fenced	True	5	12	D
s	0	c	1	3	False	n	0	o	0	1	False	fenced	True	5	12	meadow	True	6	13	P
s	0	c	1	3	False	n	0	o	0	1	False	fenced	True	5	12	meadow	True	6	13	P
n	0	o	0	1	False	v	1	n	1	1	True	meadow	True	6	13	meadow	True	6	13	P
v	1	n	1	1	True	s	0	a	1	1	False	meadow	True	6	13	meadow	True	6	13	P
v	1	n	1	1	True	s	0	a	1	1	False	meadow	True	6	13	meadow	True	6	13	M
s	0	a	1	1	False	v	2	n	2	1	False	meadow	True	6	13	meadow	True	6	13	M
v	2	n	2	1	False	g	0	o	0	1	False	meadow	True	6	13	you	False	7	1	P
g	0	o	0	1	False	v	1	n	1	1	True	you	False	7	1	you	False	7	1	D
v	1	n	1	1	True	s	0	o	0	1	False	you	False	7	1	don't	True	8	1	P
v	1	n	1	1	True	s	0	o	0	1	False	you	False	7	1	don't	True	8	1	D
s	0	o	0	1	False	v	1	n	1	1	False	don't	True	8	1	don't	True	8	1	D
v	1	n	1	1	False	n	0	c	1	1	False	don't	True	8	1	don't	True	8	1	P
v	1	n	1	1	False	n	0	c	1	1	False	don't	True	8	1	don't	True	8	1	D
n	0	c	1	1	False	s	0	c	1	2	False	don't	True	8	1	don't	True	8	1	D
n	0	c	1	1	False	s	0	c	1	2	False	don't	True	8	1	don't	True	8	1	D
s	0	c	1	2	False	g	0	o	0	1	False	don't	True	8	1	have	False	9	2	D
g	0	o	0	1	False	v	1	n	1	1	False	have	False	9	2	have	False	9	2	D
v	1	n	1	1	False	fu	0	c	1	1	False	have	False	9	2	have	False	9	2	P
v	1	n	1	1	False	fu	0	c	1	1	False	have	False	9	2	have	False	9	2	D
fu	0	c	1	1	False	v	0	n	1	1	False	have	False	9	2	another	True	10	3	D
v	0	n	1	1	False	n	0	a	1	1	False	another	True	10	3	another	True	10	3	D
v	0	n	1	1	False	n	0	a	1	1	False	another	True	10	3	another	True	10	3	P
n	0	a	1	1	False	v	1	n	2	1	True	another	True	10	3	another	True	10	3	P
v	1	n	2	1	True	fn	0	a	2	1	False	another	True	10	3	another	True	10	3	P
v	1	n	2	1	True	fn	0	a	2	1	False	another	True	10	3	another	True	10	3	P
fn	0	a	2	1	False	v	0	n	3	1	False	another	True	10	3	another	True	10	3	P
v	0	n	3	1	False	g	0	o	0	1	False	another	True	10	3	one	False	11	4	P
g	0	o	0	1	False	v	1	n	1	1	False	one	False	11	4	one	False	11	4	D
v	1	n	1	1	False	n	0	c	1	1	False	one	False	11	4	one	False	11	4	P
v	1	n	1	1	False	n	0	c	1	1	False	one	False	11	4	one	False	11	4	P
n	0	c	1	1	False	v	2	n	1	1	True	one	False	11	4	okay	True	12	5	P
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	12	5	okay	True	12	5	P
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	12	5	okay	True	12	5	M
s	0	a	1	1	False	v	1	n	2	1	False	okay	True	12	5	okay	True	12	5	M
v	1	n	2	1	False	g	0	o	0	1	False	okay	True	12	5	where	True	13	1	P
g	0	o	0	1	False	v	1	n	1	1	True	where	True	13	1	where	True	13	1	P
v	1	n	1	1	True	g	0	c	1	1	False	where	True	13	1	where	True	13	1	P
g	0	c	1	1	False	fn	0	o	0	1	False	where	True	13	1	the	False	14	2	P
g	0	c	1	1	False	fn	0	o	0	1	False	where	True	13	1	the	False	14	2	P
fn	0	o	0	1	False	v	0	n	1	1	True	the	False	14	2	the	False	14	2	P
v	0	n	1	1	True	s	0	o	0	1	False	the	False	14	2	bottom	True	15	3	P
v	0	n	1	1	True	s	0	o	0	1	False	the	False	14	2	bottom	True	15	3	P
s	0	o	0	1	False	v	1	n	1	1	False	bottom	True	15	3	bottom	True	15	3	P
v	1	n	1	1	False	s	0	a	1	1	False	bottom	True	15	3	bottom	True	15	3	P
v	1	n	1	1	False	s	0	a	1	1	False	bottom	True	15	3	bottom	True	15	3	M
s	0	a	1	1	False	v	0	n	2	1	False	bottom	True	15	3	bottom	True	15	3	M
v	0	n	2	1	False	n	0	c	2	1	False	bottom	True	15	3	bottom	True	15	3	P
v	0	n	2	1	False	n	0	c	2	1	False	bottom	True	15	3	bottom	True	15	3	P
n	0	c	2	1	False	v	1	n	1	1	False	bottom	True	15	3	of	False	16	4	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	16	4	of	False	16	4	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	16	4	of	False	16	4	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	16	4	the	False	17	5	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	16	4	the	False	17	5	M
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	17	5	the	False	17	5	M
v	0	n	1	1	False	v	0	n	1	1	False	the	False	17	5	abandoned	True	18	6	P
v	0	n	1	1	False	s	0	a	1	1	False	abandoned	True	18	6	abandoned	True	18	6	M
v	0	n	1	1	False	s	0	a	1	1	False	abandoned	True	18	6	abandoned	True	18	6	P
s	0	a	1	1	False	v	1	n	2	1	True	abandoned	True	18	6	abandoned	True	18	6	P
v	1	n	2	1	True	n	0	a	2	1	False	abandoned	True	18	6	abandoned	True	18	6	P
v	1	n	2	1	True	n	0	a	2	1	False	abandoned	True	18	6	abandoned	True	18	6	P
n	0	a	2	1	False	s	0	a	2	2	False	abandoned	True	18	6	abandoned	True	18	6	P
n	0	a	2	1	False	s	0	a	2	2	False	abandoned	True	18	6	abandoned	True	18	6	M
s	0	a	2	2	False	v	0	n	3	1	False	abandoned	True	18	6	abandoned	True	18	6	M
v	0	n	3	1	False	n	0	c	3	1	False	abandoned	True	18	6	abandoned	True	18	6	P
v	0	n	3	1	False	n	0	c	3	1	False	abandoned	True	18	6	abandoned	True	18	6	P
n	0	c	3	1	False	s	0	c	3	2	False	abandoned	True	18	6	abandoned	True	18	6	P
n	0	c	3	1	False	s	0	c	3	2	False	abandoned	True	18	6	abandoned	True	18	6	P
s	0	c	3	2	False	s	0	o	0	1	False	abandoned	True	18	6	cottage	True	19	7	M
s	0	c	3	2	False	s	0	o	0	1	False	abandoned	True	18	6	cottage	True	19	7	M
s	0	o	0	1	False	v	1	n	1	1	True	cottage	True	19	7	cottage	True	19	7	P
v	1	n	1	1	True	s	0	a	1	1	False	cottage	True	19	7	cottage	True	19	7	P
v	1	n	1	1	True	s	0	a	1	1	False	cottage	True	19	7	cottage	True	19	7	M
s	0	a	1	1	False	v	0	n	2	1	False	cottage	True	19	7	cottage	True	19	7	M
a	0	c	2	1	False	v	1	n	1	1	False	cottage	True	19	7	is	False	20	8	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	20	8	is	False	20	8	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	20	8	is	False	20	8	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	20	8	is	False	20	8	D
fs	0	c	1	1	False	fn	0	o	0	1	False	is	False	20	8	the	False	21	9	P
fs	0	c	1	1	False	fn	0	o	0	1	False	is	False	20	8	the	False	21	9	D
fs	0	c	1	1	False	fn	0	o	0	1	False	is	False	20	8	the	False	21	9	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	21	9	the	False	21	9	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	21	9	top	True	22	1	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	21	9	top	True	22	1	P
s	0	o	0	1	False	v	1	n	1	1	True	top	True	22	1	top	True	22	1	P
v	1	n	1	1	True	s	0	c	1	1	False	top	True	22	1	top	True	22	1	P
v	1	n	1	1	True	s	0	c	1	1	False	top	True	22	1	top	True	22	1	P
s	0	c	1	1	False	v	1	n	1	1	False	top	True	22	1	of	False	23	2	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	23	2	of	False	23	2	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	23	2	of	False	23	2	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	23	2	the	False	24	3	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	23	2	the	False	24	3	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	24	3	the	False	24	3	P
v	0	n	1	1	False	fu	0	o	0	1	False	the	False	24	3	fenced	True	25	4	P
v	0	n	1	1	False	fu	0	o	0	1	False	the	False	24	3	fenced	True	25	4	P
fu	0	o	0	1	False	v	1	n	1	1	True	fenced	True	25	4	fenced	True	25	4	P
v	1	n	1	1	True	n	0	c	1	1	False	fenced	True	25	4	fenced	True	25	4	P
v	1	n	1	1	True	n	0	c	1	1	False	fenced	True	25	4	fenced	True	25	4	P
n	0	c	1	1	False	fs	0	c	1	2	False	fenced	True	25	4	fenced	True	25	4	P
n	0	c	1	1	False	fs	0	c	1	2	False	fenced	True	25	4	fenced	True	25	4	P
n	0	c	1	1	False	fs	0	c	1	2	False	fenced	True	25	4	fenced	True	25	4	D
fs	0	c	1	2	False	s	0	c	1	3	False	fenced	True	25	4	fenced	True	25	4	P
fs	0	c	1	2	False	s	0	c	1	3	False	fenced	True	25	4	fenced	True	25	4	D
fs	0	c	1	2	False	s	0	c	1	3	False	fenced	True	25	4	fenced	True	25	4	D
s	0	c	1	3	False	n	0	o	0	1	False	fenced	True	25	4	meadow	True	26	5	M
s	0	c	1	3	False	n	0	o	0	1	False	fenced	True	25	4	meadow	True	26	5	P
n	0	o	0	1	False	v	1	n	1	1	True	meadow	True	26	5	meadow	True	26	5	P
v	1	n	1	1	True	s	0	a	1	1	False	meadow	True	26	5	meadow	True	26	5	P
v	1	n	1	1	True	s	0	a	1	1	False	meadow	True	26	5	meadow	True	26	5	P
s	0	a	1	1	False	v	2	n	2	1	False	meadow	True	26	5	meadow	True	26	5	P
v	2	n	2	1	False	v	1	n	1	1	False	meadow	True	26	5	is	False	27	6	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	27	6	is	False	27	6	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	27	6	is	False	27	6	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	27	6	is	False	27	6	D
fs	0	c	1	1	False	g	0	o	0	1	False	is	False	27	6	you	False	28	7	P
